date,ticker,headline,sector,category,true_label
2019-06-21,MARKET,"10-year Treasury yield reaches 5.666557548742744%, highest since 2013",Macro,Macro,neutral
2019-06-27,MARKET,"GDP growth revised to 2.3874584995331074%, economy shows resilience",Macro,Macro,neutral
2019-07-08,MARKET,VIX spikes to 24 as market volatility surges,Macro,Macro,neutral
2019-07-09,MARKET,"GDP growth revised to 5.946202560276869%, economy shows resilience",Macro,Macro,negative
2019-07-11,MARKET,Sector rotation: investors flee Technology for Industrials amid global uncertainty,Macro,Macro,neutral
2019-07-15,MARKET,"GDP growth revised to 4.20312382133379%, economy shows weakness",Macro,Macro,neutral
2019-07-19,META,META announces 30B share buyback program,Technology,Product,positive
2019-07-24,META,"META reports record quarterly revenue, beats estimates by 5%",Technology,Analyst,positive
2019-07-26,MARKET,VIX spikes to 21 as market volatility surges,Macro,Macro,neutral
2019-07-31,META,"Data breach at META affects 25M users, regulatory scrutiny follows",Technology,Analyst,negative
2019-08-02,META,META raises full-year guidance citing strong Cloud demand,Technology,Merger,positive
2019-08-05,META,"META misses revenue estimates by 8%, guides lower for next quarter",Technology,Analyst,negative
2019-08-06,META,"META reports record quarterly revenue, beats estimates by 16%",Technology,Analyst,positive
2019-08-14,META,"Data breach at META affects 31M users, regulatory scrutiny follows",Technology,Product,negative
2019-08-15,MARKET,"GDP growth revised to 2.1236043426372104%, economy shows weakness",Macro,Macro,positive
2019-08-19,META,META raises full-year guidance citing strong Cloud demand,Technology,Earnings,positive
2019-08-27,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-09-03,META,META announces 38K layoffs amid restructuring plan,Technology,Earnings,negative
2019-09-04,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,positive
2019-09-12,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2019-09-13,MARKET,VIX spikes to 34 as market volatility surges,Macro,Macro,neutral
2019-09-17,MARKET,"10-year Treasury yield reaches 5.7857706018982356%, highest since 2019",Macro,Macro,neutral
2019-09-20,MARKET,"CPI inflation comes in at 3.7115088521138624%, below consensus estimate",Macro,Macro,neutral
2019-09-23,META,"META misses revenue estimates by 9%, guides lower for next quarter",Technology,Regulatory,negative
2019-10-03,META,"META reports record quarterly revenue, beats estimates by 20%",Technology,Regulatory,positive
2019-10-10,MARKET,VIX spikes to 22 as market volatility surges,Macro,Macro,neutral
2019-10-11,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Product,positive
2019-10-14,MARKET,"CPI inflation comes in at 2.3196270151482357%, below consensus estimate",Macro,Macro,neutral
2019-10-17,MARKET,"GDP growth revised to 2.7321459427885513%, economy shows weakness",Macro,Macro,neutral
2019-10-22,META,"META faces antitrust investigation in EU, shares fall",Technology,Earnings,negative
2019-10-25,META,"META misses revenue estimates by 26%, guides lower for next quarter",Technology,Earnings,negative
2019-10-31,META,META raises full-year guidance citing strong Cloud demand,Technology,Regulatory,positive
2019-11-01,META,META raises full-year guidance citing strong Cloud demand,Technology,Earnings,positive
2019-11-08,MARKET,"GDP growth revised to 4.05452589409772%, economy shows resilience",Macro,Macro,neutral
2019-11-12,META,META raises full-year guidance citing strong GPU demand,Technology,Analyst,positive
2019-11-15,META,META announces 44B share buyback program,Technology,Merger,positive
2019-11-18,META,META announces 36K layoffs amid restructuring plan,Technology,Regulatory,negative
2019-11-19,MARKET,"GDP growth revised to 5.458652590428363%, economy shows resilience",Macro,Macro,neutral
2019-11-21,MARKET,"CPI inflation comes in at 2.5869627808332023%, above consensus estimate",Macro,Macro,neutral
2019-11-22,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Merger,positive
2019-11-29,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2019-12-02,MARKET,"CPI inflation comes in at 5.071965098174858%, above consensus estimate",Macro,Macro,neutral
2019-12-10,MARKET,Sector rotation: investors flee Energy for Industrials amid global uncertainty,Macro,Macro,neutral
2019-12-11,MARKET,VIX spikes to 39 as market volatility surges,Macro,Macro,neutral
2019-12-12,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,negative
2019-12-16,META,META announces 7B share buyback program,Technology,Merger,positive
2019-12-18,META,"META reports record quarterly revenue, beats estimates by 8%",Technology,Merger,positive
2019-12-23,MARKET,"GDP growth revised to 3.558133778688281%, economy shows weakness",Macro,Macro,neutral
2019-12-24,MARKET,"CPI inflation comes in at 5.660635192917628%, above consensus estimate",Macro,Macro,neutral
2020-01-07,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2020-01-14,META,"META faces antitrust investigation in EU, shares fall",Technology,Regulatory,negative
2020-01-16,MARKET,"CPI inflation comes in at 4.380623005865148%, above consensus estimate",Macro,Macro,neutral
2020-01-30,META,"META faces antitrust investigation in EU, shares fall",Technology,Earnings,negative
2020-02-03,META,"Analysts upgrade META to Buy, raise price target to $878",Technology,Merger,positive
2020-02-05,META,META announces 29K layoffs amid restructuring plan,Technology,Earnings,negative
2020-02-07,MARKET,VIX spikes to 32 as market volatility surges,Macro,Macro,neutral
2020-02-11,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2020-02-12,META,META announces 11B share buyback program,Technology,Earnings,positive
2020-02-18,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Analyst,positive
2020-02-19,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2020-02-24,META,"META misses revenue estimates by 7%, guides lower for next quarter",Technology,Product,negative
2020-02-26,META,"META faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2020-02-27,META,META announces 25K layoffs amid restructuring plan,Technology,Merger,negative
2020-03-04,MARKET,"GDP growth revised to 4.374541146775119%, economy shows weakness",Macro,Macro,neutral
2020-03-05,META,META announces 44K layoffs amid restructuring plan,Technology,Merger,negative
2020-03-06,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-03-17,META,META announces 18B share buyback program,Technology,Merger,positive
2020-03-20,META,"META faces antitrust investigation in EU, shares fall",Technology,Product,negative
2020-03-27,META,META announces 8K layoffs amid restructuring plan,Technology,Product,negative
2020-04-03,META,"META faces antitrust investigation in EU, shares fall",Technology,Earnings,negative
2020-04-13,MARKET,Sector rotation: investors flee Energy for Financials amid global uncertainty,Macro,Macro,neutral
2020-04-15,MARKET,"10-year Treasury yield reaches 5.869874512807597%, highest since 2017",Macro,Macro,neutral
2020-04-23,META,"Analysts upgrade META to Buy, raise price target to $807",Technology,Analyst,positive
2020-05-04,META,META announces 33K layoffs amid restructuring plan,Technology,Merger,negative
2020-05-05,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Earnings,positive
2020-05-06,MARKET,"CPI inflation comes in at 4.292909358107132%, above consensus estimate",Macro,Macro,neutral
2020-05-08,MARKET,Sector rotation: investors flee Energy for Industrials amid global uncertainty,Macro,Macro,neutral
2020-05-12,META,"Data breach at META affects 6M users, regulatory scrutiny follows",Technology,Regulatory,negative
2020-05-15,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Earnings,positive
2020-05-20,META,META announces 14B share buyback program,Technology,Earnings,positive
2020-05-21,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-05-22,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Product,positive
2020-05-28,META,"META faces antitrust investigation in EU, shares fall",Technology,Product,negative
2020-06-11,META,"META misses revenue estimates by 25%, guides lower for next quarter",Technology,Merger,negative
2020-06-12,META,"Analysts upgrade META to Buy, raise price target to $578",Technology,Analyst,positive
2020-06-15,META,META announces 28B share buyback program,Technology,Product,positive
2020-06-19,META,META raises full-year guidance citing strong GPU demand,Technology,Product,positive
2020-06-22,META,META announces 32K layoffs amid restructuring plan,Technology,Analyst,negative
2020-07-06,META,META announces 50B share buyback program,Technology,Merger,positive
2020-07-07,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-07-08,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Regulatory,positive
2020-07-09,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2020-07-10,MARKET,"10-year Treasury yield reaches 3.9174507018305063%, highest since 2017",Macro,Macro,neutral
2020-07-20,MARKET,"10-year Treasury yield reaches 5.807015332736377%, highest since 2010",Macro,Macro,neutral
2020-07-22,META,"Data breach at META affects 14M users, regulatory scrutiny follows",Technology,Analyst,negative
2020-07-23,MARKET,Sector rotation: investors flee Energy for Industrials amid global uncertainty,Macro,Macro,neutral
2020-07-27,META,META announces 45B share buyback program,Technology,Earnings,positive
2020-07-29,META,"META reports record quarterly revenue, beats estimates by 5%",Technology,Merger,positive
2020-07-31,META,META raises full-year guidance citing strong SaaS demand,Technology,Merger,positive
2020-08-03,MARKET,"10-year Treasury yield reaches 5.22019046223164%, highest since 2012",Macro,Macro,neutral
2020-08-04,MARKET,"10-year Treasury yield reaches 4.2844125435046525%, highest since 2013",Macro,Macro,neutral
2020-08-06,META,META raises full-year guidance citing strong GPU demand,Technology,Merger,positive
2020-08-14,MARKET,"CPI inflation comes in at 5.710968716026935%, below consensus estimate",Macro,Macro,neutral
2020-08-21,META,"META misses revenue estimates by 7%, guides lower for next quarter",Technology,Earnings,negative
2020-08-28,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-09-01,META,META announces 4B share buyback program,Technology,Product,positive
2020-09-03,META,"META faces antitrust investigation in EU, shares fall",Technology,Product,negative
2020-09-04,META,"Data breach at META affects 22M users, regulatory scrutiny follows",Technology,Analyst,negative
2020-09-16,META,META announces 48B share buyback program,Technology,Merger,positive
2020-09-28,MARKET,Sector rotation: investors flee Industrials for Technology amid global uncertainty,Macro,Macro,neutral
2020-10-08,META,META raises full-year guidance citing strong SaaS demand,Technology,Product,positive
2020-10-12,META,"META reports record quarterly revenue, beats estimates by 16%",Technology,Analyst,positive
2020-10-14,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2020-10-16,MARKET,VIX spikes to 28 as market volatility surges,Macro,Macro,neutral
2020-10-29,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2020-11-02,MARKET,Sector rotation: investors flee Financials for Healthcare amid global uncertainty,Macro,Macro,neutral
2020-11-03,META,META raises full-year guidance citing strong SaaS demand,Technology,Analyst,positive
2020-11-05,META,META raises full-year guidance citing strong GPU demand,Technology,Merger,positive
2020-11-11,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Merger,positive
2020-11-12,MARKET,"10-year Treasury yield reaches 4.135818605987513%, highest since 2018",Macro,Macro,neutral
2020-11-13,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-11-19,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-11-25,MARKET,"GDP growth revised to 3.2962055319731673%, economy shows resilience",Macro,Macro,neutral
2020-11-30,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2020-12-01,MARKET,"GDP growth revised to 2.1073076994586994%, economy shows weakness",Macro,Macro,neutral
2020-12-09,META,"META reports record quarterly revenue, beats estimates by 18%",Technology,Product,positive
2020-12-17,MARKET,Sector rotation: investors flee Technology for Technology amid global uncertainty,Macro,Macro,neutral
2020-12-18,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-12-28,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Analyst,positive
2020-12-29,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2020-12-31,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-01-05,MARKET,"10-year Treasury yield reaches 4.320807374641514%, highest since 2015",Macro,Macro,neutral
2021-01-06,META,"Data breach at META affects 5M users, regulatory scrutiny follows",Technology,Earnings,negative
2021-01-08,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-01-13,MARKET,Sector rotation: investors flee Healthcare for Industrials amid global uncertainty,Macro,Macro,neutral
2021-01-19,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-02-11,MARKET,"GDP growth revised to 4.742473208528659%, economy shows weakness",Macro,Macro,neutral
2021-02-16,META,META announces 23B share buyback program,Technology,Product,positive
2021-02-17,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-02-19,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-03-01,META,"META faces antitrust investigation in EU, shares fall",Technology,Earnings,negative
2021-03-04,MARKET,"10-year Treasury yield reaches 5.206959357392233%, highest since 2020",Macro,Macro,neutral
2021-03-08,META,"META misses revenue estimates by 18%, guides lower for next quarter",Technology,Merger,negative
2021-03-12,META,"Data breach at META affects 33M users, regulatory scrutiny follows",Technology,Product,negative
2021-03-17,META,"META faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2021-03-22,META,"Analysts upgrade META to Buy, raise price target to $891",Technology,Earnings,positive
2021-03-29,MARKET,"10-year Treasury yield reaches 4.970499028880742%, highest since 2019",Macro,Macro,positive
2021-03-30,MARKET,Sector rotation: investors flee Technology for Financials amid global uncertainty,Macro,Macro,neutral
2021-04-01,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Product,positive
2021-04-12,MARKET,"GDP growth revised to 4.924907143527656%, economy shows resilience",Macro,Macro,neutral
2021-04-20,MARKET,VIX spikes to 20 as market volatility surges,Macro,Macro,neutral
2021-04-21,MARKET,"CPI inflation comes in at 4.738007080678447%, below consensus estimate",Macro,Macro,neutral
2021-04-22,META,"META faces antitrust investigation in EU, shares fall",Technology,Earnings,negative
2021-04-29,META,META raises full-year guidance citing strong Cloud demand,Technology,Merger,positive
2021-04-30,META,"META misses revenue estimates by 10%, guides lower for next quarter",Technology,Merger,negative
2021-05-07,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2021-05-10,META,"META faces antitrust investigation in EU, shares fall",Technology,Regulatory,negative
2021-05-11,MARKET,VIX spikes to 33 as market volatility surges,Macro,Macro,neutral
2021-05-17,META,META announces 25K layoffs amid restructuring plan,Technology,Merger,negative
2021-05-19,META,META announces 49B share buyback program,Technology,Product,positive
2021-05-20,META,"Analysts upgrade META to Buy, raise price target to $405",Technology,Product,positive
2021-05-26,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-05-28,META,META raises full-year guidance citing strong Cloud demand,Technology,Analyst,positive
2021-06-01,MARKET,"10-year Treasury yield reaches 3.6561766163067464%, highest since 2018",Macro,Macro,neutral
2021-06-02,MARKET,Sector rotation: investors flee Healthcare for Energy amid global uncertainty,Macro,Macro,neutral
2021-06-15,MARKET,VIX spikes to 31 as market volatility surges,Macro,Macro,neutral
2021-06-16,META,"META misses revenue estimates by 18%, guides lower for next quarter",Technology,Earnings,negative
2021-06-18,META,"META faces antitrust investigation in EU, shares fall",Technology,Product,negative
2021-06-22,META,META announces 45B share buyback program,Technology,Product,positive
2021-06-23,META,"Data breach at META affects 10M users, regulatory scrutiny follows",Technology,Product,negative
2021-06-24,MARKET,VIX spikes to 25 as market volatility surges,Macro,Macro,neutral
2021-06-30,META,"META misses revenue estimates by 11%, guides lower for next quarter",Technology,Earnings,negative
2021-07-16,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-07-22,MARKET,Sector rotation: investors flee Technology for Industrials amid global uncertainty,Macro,Macro,neutral
2021-07-30,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-08-02,META,"Data breach at META affects 9M users, regulatory scrutiny follows",Technology,Product,negative
2021-08-05,META,META announces 15B share buyback program,Technology,Product,positive
2021-08-06,META,"META faces antitrust investigation in EU, shares fall",Technology,Earnings,negative
2021-08-09,MARKET,"GDP growth revised to 4.4938997241906655%, economy shows resilience",Macro,Macro,neutral
2021-08-19,MARKET,"CPI inflation comes in at 3.2941147290503765%, above consensus estimate",Macro,Macro,neutral
2021-08-27,META,META announces 24K layoffs amid restructuring plan,Technology,Regulatory,negative
2021-09-01,MARKET,VIX spikes to 31 as market volatility surges,Macro,Macro,neutral
2021-09-03,MARKET,"GDP growth revised to 5.157284384939681%, economy shows resilience",Macro,Macro,neutral
2021-09-07,META,META raises full-year guidance citing strong Cloud demand,Technology,Regulatory,positive
2021-09-09,MARKET,VIX spikes to 34 as market volatility surges,Macro,Macro,neutral
2021-09-10,META,"META misses revenue estimates by 8%, guides lower for next quarter",Technology,Regulatory,negative
2021-09-20,META,"Data breach at META affects 44M users, regulatory scrutiny follows",Technology,Product,negative
2021-09-21,META,META raises full-year guidance citing strong Cloud demand,Technology,Analyst,positive
2021-09-23,META,"Analysts upgrade META to Buy, raise price target to $440",Technology,Earnings,positive
2021-09-24,META,META announces 42B share buyback program,Technology,Merger,positive
2021-09-27,MARKET,Sector rotation: investors flee Industrials for Consumer amid global uncertainty,Macro,Macro,neutral
2021-10-04,MARKET,"10-year Treasury yield reaches 4.311964206531315%, highest since 2019",Macro,Macro,neutral
2021-10-07,META,"META misses revenue estimates by 8%, guides lower for next quarter",Technology,Earnings,negative
2021-10-13,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2021-10-14,META,"META announces AI partnership with NVIDIA, stock surges in premarket",Technology,Earnings,positive
2021-10-27,META,"Data breach at META affects 39M users, regulatory scrutiny follows",Technology,Earnings,negative
2021-11-01,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2021-11-02,MARKET,VIX spikes to 21 as market volatility surges,Macro,Macro,neutral
2021-11-05,META,"META reports record quarterly revenue, beats estimates by 16%",Technology,Earnings,positive
2021-11-12,META,META raises full-year guidance citing strong GPU demand,Technology,Regulatory,positive
2021-11-24,META,META announces 38K layoffs amid restructuring plan,Technology,Analyst,negative
2021-11-26,MARKET,Sector rotation: investors flee Technology for Industrials amid global uncertainty,Macro,Macro,neutral
2021-11-30,MARKET,"CPI inflation comes in at 2.42677316100995%, above consensus estimate",Macro,Macro,negative
2021-12-01,META,"Analysts upgrade META to Buy, raise price target to $473",Technology,Regulatory,positive
2021-12-02,MARKET,"CPI inflation comes in at 5.881163470795988%, below consensus estimate",Macro,Macro,neutral
2021-12-06,META,META announces 25B share buyback program,Technology,Analyst,positive
2021-12-07,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Analyst,positive
2021-12-09,MARKET,"CPI inflation comes in at 4.74032762597826%, above consensus estimate",Macro,Macro,neutral
2021-12-17,MARKET,Sector rotation: investors flee Industrials for Energy amid global uncertainty,Macro,Macro,neutral
2021-12-21,META,"META reports record quarterly revenue, beats estimates by 18%",Technology,Regulatory,positive
2021-12-22,META,"META misses revenue estimates by 25%, guides lower for next quarter",Technology,Analyst,negative
2021-12-27,META,META raises full-year guidance citing strong Cloud demand,Technology,Earnings,positive
2021-12-28,MARKET,"GDP growth revised to 4.453380121912275%, economy shows weakness",Macro,Macro,neutral
2021-12-30,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-01-03,MARKET,VIX spikes to 30 as market volatility surges,Macro,Macro,neutral
2022-01-07,MARKET,"GDP growth revised to 2.8626409046759034%, economy shows resilience",Macro,Macro,neutral
2022-01-11,META,"META misses revenue estimates by 30%, guides lower for next quarter",Technology,Merger,negative
2022-01-13,META,"META faces antitrust investigation in EU, shares fall",Technology,Analyst,negative
2022-01-14,META,"META reports record quarterly revenue, beats estimates by 18%",Technology,Regulatory,positive
2022-01-24,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,positive
2022-01-31,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,positive
2022-02-09,META,META raises full-year guidance citing strong GPU demand,Technology,Analyst,positive
2022-02-16,MARKET,"GDP growth revised to 5.110131064914766%, economy shows weakness",Macro,Macro,neutral
2022-02-23,META,META announces 23K layoffs amid restructuring plan,Technology,Earnings,negative
2022-02-24,META,META raises full-year guidance citing strong Cloud demand,Technology,Product,positive
2022-02-28,MARKET,Sector rotation: investors flee Energy for Healthcare amid global uncertainty,Macro,Macro,neutral
2022-03-01,META,"META misses revenue estimates by 22%, guides lower for next quarter",Technology,Earnings,negative
2022-03-02,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-03-07,META,"Data breach at META affects 5M users, regulatory scrutiny follows",Technology,Product,negative
2022-03-15,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Product,positive
2022-03-22,MARKET,Sector rotation: investors flee Consumer for Financials amid global uncertainty,Macro,Macro,neutral
2022-03-24,META,"META reports record quarterly revenue, beats estimates by 5%",Technology,Merger,positive
2022-04-11,META,"META faces antitrust investigation in EU, shares fall",Technology,Regulatory,negative
2022-04-20,META,"META misses revenue estimates by 27%, guides lower for next quarter",Technology,Earnings,negative
2022-04-22,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,negative
2022-04-25,META,META raises full-year guidance citing strong GPU demand,Technology,Regulatory,positive
2022-04-26,META,META announces 25K layoffs amid restructuring plan,Technology,Product,negative
2022-04-28,META,META announces 10K layoffs amid restructuring plan,Technology,Merger,negative
2022-05-02,META,"META reports record quarterly revenue, beats estimates by 10%",Technology,Earnings,positive
2022-05-03,MARKET,VIX spikes to 28 as market volatility surges,Macro,Macro,neutral
2022-05-17,META,"META misses revenue estimates by 16%, guides lower for next quarter",Technology,Merger,negative
2022-05-19,MARKET,"CPI inflation comes in at 2.3034847539798595%, below consensus estimate",Macro,Macro,neutral
2022-05-23,META,META raises full-year guidance citing strong Cloud demand,Technology,Merger,positive
2022-05-24,META,"META misses revenue estimates by 25%, guides lower for next quarter",Technology,Merger,negative
2022-06-07,MARKET,Sector rotation: investors flee Technology for Financials amid global uncertainty,Macro,Macro,neutral
2022-06-16,META,"META misses revenue estimates by 10%, guides lower for next quarter",Technology,Product,negative
2022-06-22,META,META raises full-year guidance citing strong Cloud demand,Technology,Analyst,positive
2022-06-24,META,META raises full-year guidance citing strong SaaS demand,Technology,Analyst,positive
2022-06-30,META,"META faces antitrust investigation in EU, shares fall",Technology,Product,negative
2022-07-05,META,"META reports record quarterly revenue, beats estimates by 6%",Technology,Earnings,positive
2022-07-21,MARKET,"10-year Treasury yield reaches 2.9624559966401263%, highest since 2017",Macro,Macro,neutral
2022-08-01,MARKET,"CPI inflation comes in at 3.8852980629893543%, above consensus estimate",Macro,Macro,neutral
2022-08-04,META,"Analysts upgrade META to Buy, raise price target to $895",Technology,Product,positive
2022-08-09,META,"META faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2022-08-15,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-08-26,META,"META faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2022-08-31,META,"Analysts upgrade META to Buy, raise price target to $438",Technology,Product,positive
2022-09-01,META,META raises full-year guidance citing strong SaaS demand,Technology,Regulatory,positive
2022-09-02,META,"Data breach at META affects 9M users, regulatory scrutiny follows",Technology,Product,negative
2022-09-09,META,"Analysts upgrade META to Buy, raise price target to $576",Technology,Merger,positive
2022-09-20,MARKET,VIX spikes to 37 as market volatility surges,Macro,Macro,neutral
2022-09-23,META,"Data breach at META affects 12M users, regulatory scrutiny follows",Technology,Regulatory,negative
2022-10-04,META,META raises full-year guidance citing strong SaaS demand,Technology,Analyst,positive
2022-10-13,META,META raises full-year guidance citing strong Cloud demand,Technology,Product,positive
2022-10-14,META,"META reports record quarterly revenue, beats estimates by 9%",Technology,Earnings,positive
2022-10-19,MARKET,VIX spikes to 40 as market volatility surges,Macro,Macro,neutral
2022-10-31,META,"META faces antitrust investigation in EU, shares fall",Technology,Earnings,negative
2022-11-08,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,neutral
2022-11-11,META,META raises full-year guidance citing strong SaaS demand,Technology,Regulatory,positive
2022-11-14,META,"META reports record quarterly revenue, beats estimates by 6%",Technology,Product,positive
2022-11-16,META,META raises full-year guidance citing strong SaaS demand,Technology,Product,positive
2022-11-23,MARKET,Sector rotation: investors flee Industrials for Energy amid global uncertainty,Macro,Macro,positive
2022-11-29,MARKET,S&P 500 enters bear market territory amid global uncertainty,Macro,Macro,neutral
2022-11-30,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2022-12-01,META,"META reports record quarterly revenue, beats estimates by 10%",Technology,Analyst,positive
2022-12-13,META,"META announces AI partnership with Google, stock surges in premarket",Technology,Product,positive
2022-12-15,MARKET,"10-year Treasury yield reaches 4.42296372001306%, highest since 2020",Macro,Macro,neutral
2022-12-20,META,"META reports record quarterly revenue, beats estimates by 17%",Technology,Product,positive
2022-12-22,META,META announces 14K layoffs amid restructuring plan,Technology,Analyst,negative
2022-12-27,MARKET,"10-year Treasury yield reaches 3.3027614322147594%, highest since 2011",Macro,Macro,neutral
2022-12-28,META,META announces 3B share buyback program,Technology,Earnings,positive
2023-01-04,MARKET,VIX spikes to 38 as market volatility surges,Macro,Macro,neutral
2023-01-05,MARKET,"CPI inflation comes in at 4.612928090518792%, above consensus estimate",Macro,Macro,neutral
2023-01-09,META,META announces 43K layoffs amid restructuring plan,Technology,Earnings,negative
2023-01-12,META,META raises full-year guidance citing strong SaaS demand,Technology,Earnings,positive
2023-01-17,META,"META misses revenue estimates by 16%, guides lower for next quarter",Technology,Analyst,negative
2023-01-23,META,"Analysts upgrade META to Buy, raise price target to $763",Technology,Earnings,positive
2023-01-24,MARKET,"10-year Treasury yield reaches 4.243319422481786%, highest since 2019",Macro,Macro,neutral
2023-01-25,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,neutral
2023-02-02,META,"Data breach at META affects 16M users, regulatory scrutiny follows",Technology,Merger,negative
2023-02-06,MARKET,"10-year Treasury yield reaches 3.5702343220722295%, highest since 2019",Macro,Macro,neutral
2023-02-07,META,"Analysts upgrade META to Buy, raise price target to $917",Technology,Analyst,positive
2023-02-10,META,META announces 36K layoffs amid restructuring plan,Technology,Earnings,negative
2023-02-17,MARKET,VIX spikes to 35 as market volatility surges,Macro,Macro,neutral
2023-03-03,MARKET,S&P 500 enters correction territory amid global uncertainty,Macro,Macro,positive
2023-03-15,META,"Analysts upgrade META to Buy, raise price target to $372",Technology,Product,positive
2023-03-17,META,"META faces antitrust investigation in EU, shares fall",Technology,Merger,negative
2023-03-20,META,META announces 24K layoffs amid restructuring plan,Technology,Analyst,negative
2023-03-23,META,META announces 9K layoffs amid restructuring plan,Technology,Analyst,negative
2023-03-30,META,META raises full-year guidance citing strong SaaS demand,Technology,Product,positive
2023-04-04,MARKET,VIX spikes to 24 as market volatility surges,Macro,Macro,neutral
2023-04-11,MARKET,"10-year Treasury yield reaches 4.450253347408337%, highest since 2015",Macro,Macro,neutral
2023-04-13,MARKET,"CPI inflation comes in at 5.481609354300269%, above consensus estimate",Macro,Macro,positive
2023-04-18,MARKET,Sector rotation: investors flee Technology for Energy amid global uncertainty,Macro,Macro,neutral
2023-04-19,META,"Data breach at META affects 41M users, regulatory scrutiny follows",Technology,Earnings,negative
2023-04-24,META,"Analysts upgrade META to Buy, raise price target to $741",Technology,Product,positive
2023-05-02,MARKET,"Federal Reserve holds rates steady, signals data-dependent approach",Macro,Macro,negative
2023-05-10,META,"Analysts upgrade META to Buy, raise price target to $603",Technology,Regulatory,positive
2023-05-11,META,META announces 41B share buyback program,Technology,Earnings,positive
2023-05-16,META,"Analysts upgrade META to Buy, raise price target to $235",Technology,Earnings,positive
2023-05-17,META,"META announces AI partnership with Microsoft, stock surges in premarket",Technology,Analyst,positive
